,Date,Process,Process ID,Message,Annee,Mois,Info
30,2016-06-09 06:06:20,kernel,,Using tsc for high-res timesource,2016,6,
31,2016-06-09 06:06:20,kernel,,Console: colour VGA+ 80x25,2016,6,
32,2016-06-09 06:06:20,kernel,,"Memory: 125312k/129720k available (1540k kernel code, 3860k reserved, 599k data, 144k init, 0k highmem)",2016,6,
33,2016-06-09 06:06:20,kernel,,Calibrating delay loop... 1441.79 BogoMIPS,2016,6,
34,2016-06-09 06:06:20,kernel,,Security Scaffold v1.0.0 initialized,2016,6,
35,2016-06-09 06:06:20,kernel,,SELinux:  Initializing.,2016,6,
36,2016-06-09 06:06:20,kernel,,SELinux:  Starting in permissive mode,2016,6,
37,2016-06-09 06:06:20,kernel,,"There is already a security framework initialized, register_security failed.",2016,6,fail
38,2016-06-09 06:06:20,kernel,,Failure registering capabilities with the kernel,2016,6,
39,2016-06-09 06:06:20,kernel,,selinux_register_security:  Registering secondary module capability,2016,6,
40,2016-06-09 06:06:20,kernel,,Capability LSM initialized,2016,6,
41,2016-06-09 06:06:20,kernel,,"Dentry cache hash table entries: 16384 (order: 4, 65536 bytes)",2016,6,
42,2016-06-09 06:06:20,kernel,,"Inode-cache hash table entries: 8192 (order: 3, 32768 bytes)",2016,6,
43,2016-06-09 06:06:20,kernel,,"Mount-cache hash table entries: 512 (order: 0, 4096 bytes)",2016,6,
44,2016-06-09 06:06:20,rpc,1605,Version 1.0.6 Starting,2016,6,
45,2016-06-09 06:06:20,nfslock,,rpc.statd startup succeeded,2016,6,success
46,2016-06-09 06:06:20,kernel,,"CPU: L1 I cache: 16K, L1 D cache: 16K",2016,6,
47,2016-06-09 06:06:21,kernel,,CPU: L2 cache: 256K,2016,6,
48,2016-06-09 06:06:21,kernel,,Intel machine check architecture supported.,2016,6,
49,2016-06-09 06:06:21,kernel,,Intel machine check reporting enabled on CPU#0.,2016,6,
50,2016-06-09 06:06:21,kernel,,CPU: Intel Pentium III (Coppermine) stepping 06,2016,6,
51,2016-06-09 06:06:21,kernel,,Enabling fast FPU save and restore... done.,2016,6,
52,2016-06-09 06:06:21,kernel,,Enabling unmasked SIMD FPU exception support... done.,2016,6,
53,2016-06-09 06:06:21,kernel,,Checking 'hlt' instruction... OK.,2016,6,
54,2016-06-09 06:06:21,kernel,,POSIX conformance testing by UNIFIX,2016,6,
55,2016-06-09 06:06:21,kernel,,NET: Registered protocol family 16,2016,6,
56,2016-06-09 06:06:21,kernel,,"PCI: PCI BIOS revision 2.10 entry at 0xfc0ce, last bus=1",2016,6,
57,2016-06-09 06:06:21,kernel,,PCI: Using configuration type 1,2016,6,
58,2016-06-09 06:06:21,kernel,,mtrr: v2.0 (20020519),2016,6,
59,2016-06-09 06:06:21,kernel,,ACPI: Subsystem revision 20040326,2016,6,
60,2016-06-09 06:06:21,kernel,,ACPI: Interpreter disabled.,2016,6,
61,2016-06-09 06:06:21,kernel,,Linux Plug and Play Support v0.97 (c) Adam Belay,2016,6,
62,2016-06-09 06:06:21,kernel,,usbcore: registered new driver usbfs,2016,6,
63,2016-06-09 06:06:21,kernel,,usbcore: registered new driver hub,2016,6,
64,2016-06-09 06:06:21,rpcidmapd,,rpc.idmapd startup succeeded,2016,6,success
65,2016-06-09 06:06:21,kernel,,ACPI: ACPI tables contain no PCI IRQ routing entries,2016,6,
66,2016-06-09 06:06:21,kernel,,PCI: Invalid ACPI-PCI IRQ routing table,2016,6,
67,2016-06-09 06:06:21,random,,Initializing random number generator:  succeeded,2016,6,success
68,2016-06-09 06:06:21,kernel,,PCI: Probing PCI hardware,2016,6,
69,2016-06-09 06:06:21,kernel,,PCI: Probing PCI hardware (bus 00),2016,6,
70,2016-06-09 06:06:21,kernel,,Transparent bridge - 0000:00:1e.0,2016,6,
71,2016-06-09 06:06:21,kernel,,PCI: Using IRQ router PIIX/ICH [8086/2410] at 0000:00:1f.0,2016,6,
72,2016-06-09 06:06:21,kernel,,apm: BIOS version 1.2 Flags 0x03 (Driver version 1.16ac),2016,6,
73,2016-06-09 06:06:21,kernel,,audit: initializing netlink socket (disabled),2016,6,
74,2016-06-09 06:06:21,kernel,,audit(1118297138.4294965368:0): initialized,2016,6,
75,2016-06-09 06:06:21,kernel,,"Total HugeTLB memory allocated, 0",2016,6,
76,2016-06-09 06:06:21,rc,,Starting pcmcia:  succeeded,2016,6,success
77,2016-06-09 06:06:21,kernel,,VFS: Disk quotas dquot_6.5.1,2016,6,
78,2016-06-09 06:06:21,kernel,,"Dquot-cache hash table entries: 1024 (order 0, 4096 bytes)",2016,6,
79,2016-06-09 06:06:21,kernel,,SELinux:  Registering netfilter hooks,2016,6,
80,2016-06-09 06:06:21,kernel,,Initializing Cryptographic API,2016,6,
81,2016-06-09 06:06:21,kernel,,pci_hotplug: PCI Hot Plug PCI Core version: 0.5,2016,6,
82,2016-06-09 06:06:21,kernel,,isapnp: Scanning for PnP cards...,2016,6,
83,2016-06-09 06:06:21,kernel,,isapnp: No Plug & Play device found,2016,6,
84,2016-06-09 06:06:21,kernel,,Real Time Clock Driver v1.12,2016,6,
85,2016-06-09 06:06:21,kernel,,Linux agpgart interface v0.100 (c) Dave Jones,2016,6,
86,2016-06-09 06:06:21,kernel,,agpgart: Detected an Intel i810 E Chipset.,2016,6,
87,2016-06-09 06:06:21,kernel,,agpgart: Maximum main memory to use for agp memory: 93M,2016,6,
88,2016-06-09 06:06:22,bluetooth,,hcid startup succeeded,2016,6,success
89,2016-06-09 06:06:22,kernel,,agpgart: detected 4MB dedicated video ram.,2016,6,
90,2016-06-09 06:06:22,hcid,1677,HCI daemon ver 2.4 started,2016,6,
91,2016-06-09 06:06:17,network,,Setting network parameters:  succeeded ,2016,6,success
92,2016-06-09 06:06:22,bluetooth,,sdpd startup succeeded,2016,6,success
93,2016-06-09 06:06:22,kernel,,agpgart: AGP aperture is 64M @ 0xf4000000,2016,6,
94,2016-06-09 06:06:22,sdpd,1681,sdpd v1.5 started ,2016,6,
95,2016-06-09 06:06:17,network,,Bringing up loopback interface:  succeeded ,2016,6,success
96,2016-06-09 06:06:22,kernel,,"Serial: 8250/16550 driver $Revision: 1.90 $ 8 ports, IRQ sharing enabled",2016,6,
97,2016-06-09 06:06:22,kernel,,ttyS0 at I/O 0x3f8 (irq = 4) is a 16550A,2016,6,
98,2016-06-09 06:06:22,kernel,,ttyS1 at I/O 0x2f8 (irq = 3) is a 16550A,2016,6,
99,2016-06-09 06:06:22,kernel,,RAMDISK driver initialized: 16 RAM disks of 16384K size 1024 blocksize,2016,6,
100,2016-06-09 06:06:22,kernel,,Uniform Multi-Platform E-IDE driver Revision: 7.00alpha2,2016,6,
101,2016-06-09 06:06:23,netfs,,Mounting other filesystems:  succeeded,2016,6,success
102,2016-06-09 06:06:23,kernel,,ide: Assuming 33MHz system bus speed for PIO modes; override with idebus=xx,2016,6,
103,2016-06-09 06:06:23,kernel,,ICH: IDE controller at PCI slot 0000:00:1f.1,2016,6,
104,2016-06-09 06:06:23,apmd,1717,"Version 3.0.2 (APM BIOS 1.2, Linux driver 1.16ac)",2016,6,
105,2016-06-09 06:06:23,apmd,,apmd startup succeeded,2016,6,success
106,2016-06-09 06:06:23,kernel,,ICH: chipset revision 2,2016,6,
107,2016-06-09 06:06:23,kernel,,ICH: not 100%% native mode: will probe irqs later,2016,6,
108,2016-06-09 06:06:23,kernel,,"    ide0: BM-DMA at 0xffa0-0xffa7, BIOS settings: hda:DMA, hdb:pio",2016,6,
109,2016-06-09 06:06:24,autofs,,automount startup succeeded,2016,6,success
110,2016-06-09 06:06:24,kernel,,"    ide1: BM-DMA at 0xffa8-0xffaf, BIOS settings: hdc:DMA, hdd:pio",2016,6,
111,2016-06-09 06:06:24,kernel,,"hda: IBM-DTLA-307015, ATA DISK drive",2016,6,
112,2016-06-09 06:06:24,smartd,1755,smartd version 5.21 Copyright (C) 2002-3 Bruce Allen ,2016,6,
113,2016-06-09 06:06:24,kernel,,Using cfq io scheduler,2016,6,
114,2016-06-09 06:06:24,smartd,1755,Home page is http://smartmontools.sourceforge.net/  ,2016,6,
115,2016-06-09 06:06:24,kernel,,"ide0 at 0x1f0-0x1f7,0x3f6 on irq 14",2016,6,
116,2016-06-09 06:06:24,smartd,1755,Opened configuration file /etc/smartd.conf ,2016,6,
117,2016-06-09 06:06:24,kernel,,"hdc: SAMSUNG CD-ROM SN-124, ATAPI CD/DVD-ROM drive",2016,6,
118,2016-06-09 06:06:24,smartd,1755,Configuration file /etc/smartd.conf parsed. ,2016,6,
119,2016-06-09 06:06:24,kernel,,hdc: Disabling (U)DMA for SAMSUNG CD-ROM SN-124 (blacklisted),2016,6,
120,2016-06-09 06:06:24,smartd,1755,"Device: /dev/hda, opened ",2016,6,
121,2016-06-09 06:06:24,kernel,,"ide1 at 0x170-0x177,0x376 on irq 15",2016,6,
122,2016-06-09 06:06:24,apmd,1717,Charge: * * * (-1% unknown),2016,6,
123,2016-06-09 06:06:24,smartd,1755,"Device: /dev/hda, found in smartd database. ",2016,6,
124,2016-06-09 06:06:24,kernel,,hda: max request size: 128KiB,2016,6,
125,2016-06-09 06:06:24,smartd,1755,"Device: /dev/hda, is SMART capable. Adding to ""monitor"" list. ",2016,6,
126,2016-06-09 06:06:24,kernel,,"hda: 29336832 sectors (15020 MB) w/1916KiB Cache, CHS=29104/16/63, UDMA(66)",2016,6,
127,2016-06-09 06:06:24,smartd,1755,Monitoring 1 ATA and 0 SCSI devices ,2016,6,
128,2016-06-09 06:06:24,kernel,, hda: hda1 hda2 hda3,2016,6,
129,2016-06-09 06:06:24,smartd,1757,smartd has fork()ed into background mode. New PID=1757. ,2016,6,
130,2016-06-09 06:06:24,smartd,,smartd startup succeeded,2016,6,success
131,2016-06-09 06:06:24,kernel,,"hdc: ATAPI 24X CD-ROM drive, 128kB Cache",2016,6,
132,2016-06-09 06:06:24,kernel,,Uniform CD-ROM driver Revision: 3.20,2016,6,
133,2016-06-09 06:06:24,kernel,,ide-floppy driver 0.99.newide,2016,6,
134,2016-06-09 06:06:24,kernel,,usbcore: registered new driver hiddev,2016,6,
135,2016-06-09 06:06:24,kernel,,usbcore: registered new driver hid,2016,6,
136,2016-06-09 06:06:24,kernel,,drivers/usb/input/hid-core.c: v2.0:USB HID core driver,2016,6,
137,2016-06-09 06:06:25,kernel,,mice: PS/2 mouse device common for all mice,2016,6,
138,2016-06-09 06:06:25,kernel,,"serio: i8042 AUX port at 0x60,0x64 irq 12",2016,6,
139,2016-06-09 06:06:25,kernel,,input: ImPS/2 Logitech Wheel Mouse on isa0060/serio1,2016,6,
140,2016-06-09 06:06:25,kernel,,"serio: i8042 KBD port at 0x60,0x64 irq 1",2016,6,
141,2016-06-09 06:06:25,kernel,,input: AT Translated Set 2 keyboard on isa0060/serio0,2016,6,
142,2016-06-09 06:06:25,kernel,,"md: md driver 0.90.0 MAX_MD_DEVS=256, MD_SB_DISKS=27",2016,6,
143,2016-06-09 06:06:25,kernel,,NET: Registered protocol family 2,2016,6,
144,2016-06-09 06:06:25,kernel,,"IP: routing cache hash table of 512 buckets, 4Kbytes",2016,6,
145,2016-06-09 06:06:26,kernel,,TCP: Hash tables configured (established 8192 bind 16384),2016,6,
146,2016-06-09 06:06:26,kernel,,Initializing IPsec netlink socket,2016,6,
147,2016-06-09 06:06:26,kernel,,NET: Registered protocol family 1,2016,6,
148,2016-06-09 06:06:26,kernel,,NET: Registered protocol family 17,2016,6,
149,2016-06-09 06:06:26,kernel,,checking if image is initramfs...it isn't (no cpio magic); looks like an initrd,2016,6,
150,2016-06-09 06:06:26,kernel,,Freeing initrd memory: 186k freed,2016,6,
151,2016-06-09 06:06:26,kernel,,md: Autodetecting RAID arrays.,2016,6,
152,2016-06-09 06:06:26,kernel,,md: autorun ...,2016,6,
153,2016-06-09 06:06:26,kernel,,md: ... autorun DONE.,2016,6,
154,2016-06-09 06:06:26,kernel,,RAMDISK: Compressed image found at block 0,2016,6,
155,2016-06-09 06:06:26,rc,,Starting hpoj:  succeeded,2016,6,success
156,2016-06-09 06:06:26,kernel,,VFS: Mounted root (ext2 filesystem).,2016,6,
157,2016-06-09 06:06:26,kernel,,EXT3-fs: INFO: recovery required on readonly filesystem.,2016,6,
158,2016-06-09 06:06:26,kernel,,EXT3-fs: write access will be enabled during recovery.,2016,6,
159,2016-06-09 06:06:26,kernel,,kjournald starting.  Commit interval 5 seconds,2016,6,
160,2016-06-09 06:06:26,kernel,,EXT3-fs: hda2: orphan cleanup on readonly fs,2016,6,
161,2016-06-09 06:06:27,kernel,,EXT3-fs: hda2: 4 orphan inodes deleted,2016,6,
162,2016-06-09 06:06:27,kernel,,EXT3-fs: recovery complete.,2016,6,
163,2016-06-09 06:06:27,kernel,,EXT3-fs: mounted filesystem with ordered data mode.,2016,6,
164,2016-06-09 06:06:27,kernel,,Freeing unused kernel memory: 144k freed,2016,6,
165,2016-06-09 06:06:27,kernel,,SELinux:  Disabled at runtime.,2016,6,
166,2016-06-09 06:06:28,kernel,,SELinux:  Unregistering netfilter hooks,2016,6,
167,2016-06-09 06:06:28,kernel,,NET: Registered protocol family 10,2016,6,
168,2016-06-09 06:06:28,kernel,,Disabled Privacy Extensions on device 022db720(lo),2016,6,
169,2016-06-09 06:06:28,kernel,,IPv6 over IPv4 tunneling driver,2016,6,
170,2016-06-09 06:06:28,kernel,,USB Universal Host Controller Interface driver v2.2,2016,6,
171,2016-06-09 06:06:28,kernel,,PCI: Found IRQ 11 for device 0000:00:1f.2,2016,6,
172,2016-06-09 06:06:29,kernel,,uhci_hcd 0000:00:1f.2: UHCI Host Controller,2016,6,
173,2016-06-09 06:06:29,kernel,,"uhci_hcd 0000:00:1f.2: irq 11, io base 0000ff80",2016,6,
174,2016-06-09 06:06:29,kernel,,"uhci_hcd 0000:00:1f.2: new USB bus registered, assigned bus number 1",2016,6,
175,2016-06-09 06:06:29,kernel,,hub 1-0:1.0: USB hub found,2016,6,
176,2016-06-09 06:06:29,kernel,,hub 1-0:1.0: 2 ports detected,2016,6,
177,2016-06-09 06:06:29,kernel,,"EXT3 FS on hda2, internal journal",2016,6,
178,2016-06-09 06:06:30,kernel,,device-mapper: 4.1.0-ioctl (2003-12-10) initialised: dm@uk.sistina.com,2016,6,
179,2016-06-09 06:06:30,kernel,,cdrom: open failed.,2016,6,fail
180,2016-06-09 06:06:30,kernel,,Adding 262072k swap on /dev/hda3.  Priority:-1 extents:1,2016,6,
181,2016-06-09 06:06:30,kernel,,kjournald starting.  Commit interval 5 seconds,2016,6,
182,2016-06-09 06:06:30,kernel,,"EXT3 FS on hda1, internal journal",2016,6,
183,2016-06-09 06:06:31,kernel,,EXT3-fs: mounted filesystem with ordered data mode.,2016,6,
184,2016-06-09 06:06:31,kernel,,IA-32 Microcode Update Driver: v1.13 <tigran@veritas.com>,2016,6,
185,2016-06-09 06:06:31,kernel,,microcode: CPU0 already at revision 0x8 (current=0x8),2016,6,
186,2016-06-09 06:06:31,kernel,,microcode: No suitable data for cpu 0,2016,6,
187,2016-06-09 06:06:31,kernel,,"parport0: PC-style at 0x378 (0x778) [PCSPP,TRISTATE,EPP]",2016,6,
188,2016-06-09 06:06:31,kernel,,parport0: irq 7 detected,2016,6,
189,2016-06-09 06:06:31,kernel,,SCSI subsystem initialized,2016,6,
190,2016-06-09 06:06:32,kernel,,inserting floppy driver for 2.6.5-1.358,2016,6,
191,2016-06-09 06:06:32,kernel,,Floppy drive(s): fd0 is 1.44M,2016,6,
192,2016-06-09 06:06:32,kernel,,FDC 0 is a National Semiconductor PC87306,2016,6,
193,2016-06-09 06:06:33,kernel,,PCI: Found IRQ 5 for device 0000:01:0c.0,2016,6,
194,2016-06-09 06:06:33,kernel,,3c59x: Donald Becker and others. www.scyld.com/network/vortex.html,2016,6,
195,2016-06-09 06:06:34,kernel,,0000:01:0c.0: 3Com PCI 3c905C Tornado at 0xec80. Vers LK1.1.19,2016,6,
196,2016-06-09 06:06:34,kernel,,ip_tables: (C) 2000-2002 Netfilter core team,2016,6,
197,2016-06-09 06:06:34,kernel,,PCI: Found IRQ 5 for device 0000:01:0c.0,2016,6,
198,2016-06-09 06:06:34,kernel,,3c59x: Donald Becker and others. www.scyld.com/network/vortex.html,2016,6,
199,2016-06-09 06:06:34,kernel,,0000:01:0c.0: 3Com PCI 3c905C Tornado at 0xec80. Vers LK1.1.19,2016,6,
200,2016-06-09 06:06:34,kernel,,ip_tables: (C) 2000-2002 Netfilter core team,2016,6,
201,2016-06-09 06:06:34,kernel,,process `syslogd' is using obsolete setsockopt SO_BSDCOMPAT,2016,6,
202,2016-06-09 06:06:34,kernel,,Bluetooth: Core ver 2.4,2016,6,
203,2016-06-09 06:06:34,kernel,,NET: Registered protocol family 31,2016,6,
204,2016-06-09 06:06:34,kernel,,Bluetooth: HCI device and connection manager initialized,2016,6,
205,2016-06-09 06:06:34,kernel,,Bluetooth: HCI socket layer initialized,2016,6,
206,2016-06-09 06:06:34,kernel,,Bluetooth: L2CAP ver 2.1,2016,6,
207,2016-06-09 06:06:34,kernel,,Bluetooth: L2CAP socket layer initialized,2016,6,
208,2016-06-09 06:06:34,kernel,,Bluetooth: RFCOMM ver 1.2,2016,6,
209,2016-06-09 06:06:34,kernel,,Bluetooth: RFCOMM socket layer initialized,2016,6,
210,2016-06-09 06:06:34,kernel,,Bluetooth: RFCOMM TTY layer initialized,2016,6,
211,2016-06-09 06:06:34,kernel,,"parport0: PC-style at 0x378 (0x778) [PCSPP,TRISTATE,EPP]",2016,6,
212,2016-06-09 06:06:34,kernel,,parport0: irq 7 detected,2016,6,
213,2016-06-09 06:06:34,kernel,,lp0: using parport0 (polling).,2016,6,
214,2016-06-09 06:06:35,kernel,,lp0: console ready,2016,6,
215,2016-06-09 06:06:37,cups,,cupsd startup succeeded,2016,6,success
216,2016-06-09 06:06:38,sshd,, succeeded,2016,6,success
217,2016-06-09 06:06:38,xinetd,,xinetd startup succeeded,2016,6,success
218,2016-06-09 06:06:40,xinetd,2003,No such internal service: services/stream - DISABLING,2016,6,
219,2016-06-09 06:06:40,sendmail,,sendmail startup succeeded,2016,6,success
220,2016-06-09 06:06:41,sendmail,,sm-client startup succeeded,2016,6,success
221,2016-06-09 06:06:41,xinetd,2003,bind failed (Address already in use (errno = 98)). service = telnet,2016,6,fail
222,2016-06-09 06:06:41,xinetd,2003,Service telnet failed to start and is deactivated.,2016,6,fail
223,2016-06-09 06:06:41,xinetd,2003,xinetd Version 2.3.13 started with libwrap loadavg options compiled in.,2016,6,
224,2016-06-09 06:06:41,xinetd,2003,Started working: 30 available services,2016,6,
225,2016-06-09 06:06:44,spamassassin,,spamd startup succeeded,2016,6,success
226,2016-06-09 06:06:44,privoxy,,Jun 09 06:06:44 Privoxy(-150093696) Info: loading configuration file '/etc/privoxy/config':,2016,6,
227,2016-06-09 06:06:45,udev,2054,creating device node '/udev/lp0',2016,6,
228,2016-06-09 06:06:45,privoxy,,privoxy startup succeeded,2016,6,success
229,2016-06-09 06:06:45,gpm,2068,*** info [startup.c(95)]: ,2016,6,
230,2016-06-09 06:06:45,gpm,2068,Started gpm successfully. Entered daemon mode.,2016,6,success
231,2016-06-09 06:06:46,gpm,2068,*** info [mice.c(1766)]: ,2016,6,
232,2016-06-09 06:06:46,gpm,2068,imps2: Auto-detected intellimouse PS/2,2016,6,
233,2016-06-09 06:06:46,gpm,,gpm startup succeeded,2016,6,success
234,2016-06-09 06:06:46,su,,session opened for user htt by (uid=0),2016,6,
235,2016-06-09 06:06:46,su,,session closed for user htt,2016,6,
236,2016-06-09 06:06:46,IIim,,htt startup succeeded,2016,6,success
237,2016-06-09 06:06:48,htt_server,2080,started.,2016,6,
238,2016-06-09 06:06:49,canna,, succeeded,2016,6,success
239,2016-06-09 06:06:49,crond,,crond startup succeeded,2016,6,success
240,2016-06-09 06:06:50,xfs,,xfs startup succeeded,2016,6,success
241,2016-06-09 06:06:51,anacron,,anacron startup succeeded,2016,6,success
242,2016-06-09 06:06:51,atd,,atd startup succeeded,2016,6,success
243,2016-06-09 06:06:51,readahead,,Starting background readahead: ,2016,6,
244,2016-06-09 06:06:51,rc,,Starting readahead:  succeeded,2016,6,success
245,2016-06-09 06:06:52,messagebus,,messagebus startup succeeded,2016,6,success
246,2016-06-09 06:07:06,httpd,,httpd startup succeeded,2016,6,success
247,2016-06-09 06:07:07,squid,2261,Squid Parent: child process 2264 started,2016,6,
248,2016-06-09 10:07:13,named,2275,starting BIND 9.2.3 -u named -t /var/named/chroot,2016,6,
249,2016-06-09 10:07:13,named,2275,using 1 CPU,2016,6,
250,2016-06-09 06:07:13,named,,named startup succeeded,2016,6,success
251,2016-06-09 10:07:13,named,2275,loading configuration from '/etc/named.conf',2016,6,
252,2016-06-09 10:07:13,named,2275,"listening on IPv4 interface lo, 127.0.0.1#53",2016,6,
253,2016-06-09 10:07:13,named,2275,"listening on IPv4 interface eth0, 63.126.79.67#53",2016,6,
254,2016-06-09 10:07:13,named,2275,"listening on IPv4 interface eth0:1, 63.126.79.69#53",2016,6,
255,2016-06-09 10:07:13,named,2275,"listening on IPv4 interface eth0:2, 63.126.79.70#53",2016,6,
256,2016-06-09 10:07:13,named,2275,"listening on IPv4 interface eth0:3, 63.126.79.71#53",2016,6,
257,2016-06-09 10:07:13,named,2275,"listening on IPv4 interface eth0:4, 63.126.79.72#53",2016,6,
258,2016-06-09 10:07:13,named,2275,"listening on IPv4 interface eth0:5, 63.126.79.73#53",2016,6,
259,2016-06-09 10:07:13,named,2275,"listening on IPv4 interface eth0:6, 63.126.79.75#53",2016,6,
260,2016-06-09 10:07:13,named,2275,"listening on IPv4 interface eth0:7, 63.126.79.80#53",2016,6,
261,2016-06-09 10:07:13,named,2275,"listening on IPv4 interface eth0:8, 63.126.79.81#53",2016,6,
262,2016-06-09 10:07:14,named,2275,"listening on IPv4 interface eth0:9, 63.126.79.82#53",2016,6,
263,2016-06-09 10:07:14,named,2275,"listening on IPv4 interface eth0:10, 63.126.79.83#53",2016,6,
264,2016-06-09 06:07:15,snmpd,,snmpd startup succeeded,2016,6,success
265,2016-06-09 10:07:15,named,2275,"listening on IPv4 interface eth0:11, 63.126.79.84#53",2016,6,
266,2016-06-09 10:07:16,named,2275,"listening on IPv4 interface eth0:12, 63.126.79.85#53",2016,6,
267,2016-06-09 06:07:16,snmpd,2287,NET-SNMP version 5.1.1 ,2016,6,
268,2016-06-09 10:07:16,named,2275,"listening on IPv4 interface eth0:13, 63.126.79.87#53",2016,6,
269,2016-06-09 06:07:17,ntpd,2296,ntpd 4.2.0@1.1161-r Thu Mar 11 11:46:39 EST 2004 (1),2016,6,
270,2016-06-09 06:07:17,ntpd,,ntpd startup succeeded,2016,6,success
271,2016-06-09 10:07:17,named,2275,"listening on IPv4 interface eth0:14, 63.126.79.89#53",2016,6,
272,2016-06-09 10:07:18,named,2275,"listening on IPv4 interface eth0:15, 63.126.79.90#53",2016,6,
273,2016-06-09 10:07:18,named,2275,"listening on IPv4 interface eth0:16, 63.126.79.95#53",2016,6,
274,2016-06-09 10:07:19,named,2275,"listening on IPv4 interface eth0:17, 63.126.79.100#53",2016,6,
275,2016-06-09 06:07:19,ntpd,2296,precision = 1.000 usec,2016,6,
276,2016-06-09 10:07:19,named,2275,"listening on IPv4 interface eth0:18, 63.126.79.105#53",2016,6,
277,2016-06-09 10:07:20,named,2275,"listening on IPv4 interface eth0:19, 63.126.79.110#53",2016,6,
278,2016-06-09 06:07:19,ntpd,2296,kernel time sync status 0040,2016,6,
279,2016-06-09 10:07:20,named,2275,"listening on IPv4 interface eth0:20, 63.126.79.115#53",2016,6,
280,2016-06-09 06:07:20,ntpd,2296,frequency initialized 0.000 PPM from /var/lib/ntp/drift,2016,6,
281,2016-06-09 10:07:20,named,2275,"listening on IPv4 interface eth0:21, 63.126.79.120#53",2016,6,
282,2016-06-09 10:07:21,named,2275,"listening on IPv4 interface eth0:22, 63.126.79.125#53",2016,6,
283,2016-06-09 06:07:21,ntpd,2296,"configure: keyword ""authenticate"" unknown, line ignored",2016,6,
284,2016-06-09 10:07:21,named,2275,couldn't add command channel 127.0.0.1#953: not found,2016,6,
285,2016-06-09 10:07:22,named,2275,couldn't add command channel ::1#953: not found,2016,6,
286,2016-06-09 06:07:22,mysqld,,Starting MySQL:  succeeded,2016,6,success
287,2016-06-09 10:07:22,named,2275,running,2016,6,
288,2016-06-09 06:07:23,rsyncd,2360,"rsyncd version 2.6.2 starting, listening on port 873 ",2016,6,
289,2016-06-09 06:07:23,mdmonitor,,mdadm succeeded,2016,6,success
290,2016-06-09 06:07:24,mdmpd,,mdmpd failed,2016,6,fail
291,2016-06-09 06:07:26,udev,2514,creating device node '/udev/vcs2',2016,6,
292,2016-06-09 06:07:26,udev,2515,creating device node '/udev/vcsa2',2016,6,
293,2016-06-09 06:07:26,udev,2541,creating device node '/udev/vcs1',2016,6,
